NX_A0A075B6J9	ENSP00000374845
NX_O00585	ENSP00000368069
NX_O00587	ENSP00000389274
NX_O00587	ENSP00000394081
NX_O00587	ENSP00000407094
NX_O00587	ENSP00000407110
NX_O00587	ENSP00000414222
NX_O00587	ENSP00000414342
NX_O00590	ENSP00000476581
NX_O00590	ENSP00000476901
NX_O00590	ENSP00000477157
NX_O00590	ENSP00000477475
NX_O00591	ENSP00000428103
NX_O00591	ENSP00000428804
NX_O00591	ENSP00000429668
NX_O00591	ENSP00000429815
NX_O00591	ENSP00000430188
NX_O00591	ENSP00000430727
NX_O00591	ENSP00000430772
NX_O00592	ENSP00000390152
NX_O00602	ENSP00000479379
NX_O00623	ENSP00000466280
NX_O00623	ENSP00000466894
NX_O00628	ENSP00000356730
NX_O00629	ENSP00000417172
NX_O00712	ENSP00000370308
NX_O00712	ENSP00000370311
NX_O00712	ENSP00000370321
NX_O00712	ENSP00000380709
NX_O00712	ENSP00000380711
NX_O00712	ENSP00000475362
NX_O00712	ENSP00000475813
NX_O00712	ENSP00000489634
NX_O00712	ENSP00000490020
NX_O00712	ENSP00000490588
NX_O00712	ENSP00000490762
NX_O00712	ENSP00000490864
NX_O00712	ENSP00000490945
NX_O00712	ENSP00000490950
NX_O00716	ENSP00000483249
NX_O00743	ENSP00000416287
NX_O00744	ENSP00000385980
NX_O00744	ENSP00000398473
NX_O00744	ENSP00000404896
NX_O00746	ENSP00000395605
NX_O00746	ENSP00000405925
NX_O00746	ENSP00000406317
NX_O00746	ENSP00000479681
NX_O00748	ENSP00000456167
NX_O00748	ENSP00000457721
NX_O00748	ENSP00000463166
NX_O00748	ENSP00000463641
NX_O00748	ENSP00000464620
NX_O00750	ENSP00000356152
NX_O00750	ENSP00000400561
NX_O00750	ENSP00000401795
NX_O00750	ENSP00000409554
NX_O00754	ENSP00000469456
NX_O00754	ENSP00000470174
NX_O00754	ENSP00000470533
NX_O00754	ENSP00000471685
NX_O00762	ENSP00000243893
NX_O00762	ENSP00000385878
NX_O00762	ENSP00000479486
NX_O00763	ENSP00000367085
NX_O00763	ENSP00000443281
NX_O00763	ENSP00000443494
NX_O00763	ENSP00000474680
NX_O00763	ENSP00000478488
NX_O00764	ENSP00000333624
NX_O00764	ENSP00000381155
NX_O00764	ENSP00000479315
NX_O14490	ENSP00000383013
NX_O14490	ENSP00000383014
NX_O14490	ENSP00000445973
NX_O14492	ENSP00000401883
NX_O14492	ENSP00000483034
NX_O14494	ENSP00000425052
NX_O14497	ENSP00000390317
NX_O14497	ENSP00000432368
NX_O14497	ENSP00000432473
NX_O14497	ENSP00000436692
NX_O14497	ENSP00000478955
NX_O14497	ENSP00000489842
NX_O14497	ENSP00000490650
NX_O14498	ENSP00000453105
NX_O14498	ENSP00000453884
NX_O14508	ENSP00000447902
NX_O14508	ENSP00000448611
NX_O14508	ENSP00000448709
NX_O14508	ENSP00000473902
NX_O14508	ENSP00000474805
NX_O14508	ENSP00000474888
NX_O14511	ENSP00000444235
NX_O14512	ENSP00000480736
NX_O14512	ENSP00000482278
NX_O14512	ENSP00000484381
NX_O14512	ENSP00000487855
NX_O14512	ENSP00000488601
NX_O14513	ENSP00000351882
NX_O14513	ENSP00000380603
NX_O14513	ENSP00000385692
NX_O14513	ENSP00000399070
NX_O14514	ENSP00000427783
NX_O14519	ENSP00000444499
NX_O14520	ENSP00000368821
NX_O14520	ENSP00000396111
NX_O14520	ENSP00000410138
NX_O14520	ENSP00000485081
NX_O14520	ENSP00000485224
NX_O14520	ENSP00000485246
NX_O14521	ENSP00000432465
NX_O14521	ENSP00000432946
NX_O14521	ENSP00000433202
NX_O14521	ENSP00000435475
NX_O14522	ENSP00000348408
NX_O14522	ENSP00000362280
NX_O14522	ENSP00000362286
NX_O14522	ENSP00000362294
NX_O14522	ENSP00000362297
NX_O14522	ENSP00000480136
NX_O14522	ENSP00000481466
NX_O14522	ENSP00000484248
NX_O14522	ENSP00000484524
NX_O14523	ENSP00000433600
NX_O14524	ENSP00000452391
NX_O14525	ENSP00000356629
NX_O14526	ENSP00000469075
NX_O14526	ENSP00000469425
NX_O14526	ENSP00000469458
NX_O14526	ENSP00000469511
NX_O14526	ENSP00000469711
NX_O14526	ENSP00000469967
NX_O14526	ENSP00000470068
NX_O14526	ENSP00000470495
NX_O14526	ENSP00000470511
NX_O14526	ENSP00000470578
NX_O14526	ENSP00000470730
NX_O14526	ENSP00000471003
NX_O14526	ENSP00000471450
NX_O14526	ENSP00000471563
NX_O14526	ENSP00000471935
NX_O14526	ENSP00000472623
NX_O14526	ENSP00000473001
NX_O14526	ENSP00000473169
NX_O14526	ENSP00000473173
NX_O14529	ENSP00000380765
NX_O14530	ENSP00000386889
NX_O14530	ENSP00000391046
NX_O14530	ENSP00000402827
NX_O14530	ENSP00000406388
NX_O14531	ENSP00000357616
NX_O14543	ENSP00000464727
NX_O14544	ENSP00000463064
NX_O14545	ENSP00000449297
NX_O14545	ENSP00000449319
NX_O14545	ENSP00000450357
NX_O14545	ENSP00000473800
NX_O14548	ENSP00000428873
NX_O14548	ENSP00000429237
NX_O14548	ENSP00000431039
NX_O14556	ENSP00000466432
NX_O14556	ENSP00000467255
NX_O14558	ENSP00000467169
NX_O14559	ENSP00000007510
NX_O14559	ENSP00000465411
NX_O14559	ENSP00000466443
NX_O14559	ENSP00000467844
NX_O14561	ENSP00000454812
NX_O14561	ENSP00000454891
NX_O14561	ENSP00000461693
NX_O14562	ENSP00000456292
NX_O14562	ENSP00000457713
NX_O14576	ENSP00000411957
NX_O14576	ENSP00000428273
NX_O14576	ENSP00000428934
NX_O14576	ENSP00000438377
NX_O14578	ENSP00000376305
NX_O14578	ENSP00000443199
NX_O14578	ENSP00000446105
NX_O14579	ENSP00000469035
NX_O14579	ENSP00000471034
NX_O14593	ENSP00000376138
NX_O14593	ENSP00000393159
NX_O14593	ENSP00000440321
NX_O14593	ENSP00000440325
NX_O14593	ENSP00000441042
NX_O14593	ENSP00000444280
NX_O14593	ENSP00000466913
NX_O14594	ENSP00000465599
NX_O14595	ENSP00000446705
NX_O14595	ENSP00000447046
NX_O14595	ENSP00000448299
NX_O14595	ENSP00000448386
NX_O14595	ENSP00000448951
NX_O14599	ENSP00000473270
NX_O14599	ENSP00000473491
NX_O14599	ENSP00000473549
NX_O14602	ENSP00000372222
NX_O14607	ENSP00000372349
NX_O14607	ENSP00000439922
NX_O14607	ENSP00000441943
NX_O14607	ENSP00000442047
NX_O14607	ENSP00000445274
NX_O14607	ENSP00000483735
NX_O14607	ENSP00000484698
NX_O14607	ENSP00000485013
NX_O14610	ENSP00000420946
NX_O14617	ENSP00000466267
NX_O14617	ENSP00000468449
NX_O14617	ENSP00000481961
NX_O14618	ENSP00000307870
NX_O14618	ENSP00000433609
NX_O14618	ENSP00000436379
NX_O14626	ENSP00000420109
NX_O14628	ENSP00000390663
NX_O14628	ENSP00000431937
NX_O14628	ENSP00000432552
NX_O14628	ENSP00000432720
NX_O14628	ENSP00000433911
NX_O14628	ENSP00000434006
NX_O14628	ENSP00000434361
NX_O14628	ENSP00000434715
NX_O14628	ENSP00000435093
NX_O14628	ENSP00000435153
NX_O14628	ENSP00000435741
NX_O14628	ENSP00000437265
NX_O14628	ENSP00000477630
NX_O14638	ENSP00000350964
NX_O14638	ENSP00000408642
NX_O14638	ENSP00000415589
NX_O14639	ENSP00000358256
NX_O14639	ENSP00000358270
NX_O14639	ENSP00000400934
NX_O14639	ENSP00000414154
NX_O14639	ENSP00000433629
NX_O14640	ENSP00000480077
NX_O14640	ENSP00000488181
NX_O14640	ENSP00000488888
NX_O14641	ENSP00000458209
NX_O14641	ENSP00000458465
NX_O14641	ENSP00000459797
NX_O14641	ENSP00000459991
NX_O14646	ENSP00000422225
NX_O14646	ENSP00000422589
NX_O14646	ENSP00000479403
NX_O14647	ENSP00000485681
NX_O14647	ENSP00000485890
NX_O14647	ENSP00000485982
NX_O14647	ENSP00000486007
NX_O14647	ENSP00000486391
NX_O14647	ENSP00000486417
NX_O14647	ENSP00000486487
NX_O14647	ENSP00000486926
NX_O14647	ENSP00000486931
NX_O14647	ENSP00000487299
NX_O14647	ENSP00000487577
NX_O14647	ENSP00000489767
NX_O14647	ENSP00000489846
NX_O14647	ENSP00000489976
NX_O14653	ENSP00000458154
NX_O14653	ENSP00000458911
NX_O14653	ENSP00000460760
NX_O14653	ENSP00000461673
NX_O14653	ENSP00000461784
NX_O14657	ENSP00000411912
NX_O14662	ENSP00000312086
NX_O14662	ENSP00000388348
NX_O14662	ENSP00000401801
NX_O14662	ENSP00000416852
NX_O14662	ENSP00000432414
NX_O14662	ENSP00000432823
NX_O14662	ENSP00000435118
NX_O14662	ENSP00000436667
NX_O14662	ENSP00000437209
NX_O14668	ENSP00000418384
NX_O14668	ENSP00000420353
NX_O14669	ENSP00000469258
NX_O14669	ENSP00000470401
NX_O14672	ENSP00000386056
NX_O14672	ENSP00000391930
NX_O14672	ENSP00000452639
NX_O14672	ENSP00000452704
NX_O14672	ENSP00000453952
NX_O14672	ENSP00000456542
NX_O14672	ENSP00000481779
NX_O14678	ENSP00000432557
NX_O14678	ENSP00000432630
NX_O14678	ENSP00000434626
NX_O14678	ENSP00000434792
NX_O14678	ENSP00000436527
NX_O14678	ENSP00000436782
NX_O14678	ENSP00000450491
NX_O14678	ENSP00000450611
NX_O14678	ENSP00000450960
NX_O14678	ENSP00000450982
NX_O14678	ENSP00000451457
NX_O14678	ENSP00000451521
NX_O14678	ENSP00000451770
NX_O14678	ENSP00000451778
NX_O14678	ENSP00000451993
NX_O14678	ENSP00000452430
NX_O14681	ENSP00000431633
NX_O14681	ENSP00000433376
NX_O14681	ENSP00000435034
NX_O14681	ENSP00000435225
NX_O14681	ENSP00000435923
NX_O14681	ENSP00000436130
NX_O14681	ENSP00000477849
NX_O14681	ENSP00000479171
NX_O14681	ENSP00000480094
NX_O14682	ENSP00000422943
NX_O14682	ENSP00000426889
NX_O14683	ENSP00000346564
NX_O14683	ENSP00000431556
NX_O14683	ENSP00000432089
NX_O14683	ENSP00000432926
NX_O14683	ENSP00000433454
NX_O14683	ENSP00000434461
NX_O14683	ENSP00000435739
NX_O14683	ENSP00000435800
NX_O14683	ENSP00000437243
NX_O14683	ENSP00000437258
NX_O14683	ENSP00000437284
NX_O14683	ENSP00000475501
NX_O14683	ENSP00000486799
NX_O14686	ENSP00000435714
NX_O14686	ENSP00000449455
NX_O14709	ENSP00000334616
NX_O14709	ENSP00000394713
NX_O14709	ENSP00000485709
NX_O14709	ENSP00000486661
NX_O14709	ENSP00000486739
NX_O14709	ENSP00000486777
NX_O14709	ENSP00000487051
NX_O14709	ENSP00000487305
NX_O14713	ENSP00000352743
NX_O14713	ENSP00000389704
NX_O14713	ENSP00000417850
NX_O14713	ENSP00000417940
NX_O14713	ENSP00000418526
NX_O14713	ENSP00000418947
NX_O14713	ENSP00000419452
NX_O14713	ENSP00000419814
NX_O14713	ENSP00000420770
NX_O14713	ENSP00000433814
NX_O14715	ENSP00000327486
NX_O14715	ENSP00000386511
NX_O14715	ENSP00000429923
NX_O14715	ENSP00000430052
NX_O14717	ENSP00000324263
NX_O14717	ENSP00000346652
NX_O14717	ENSP00000389497
NX_O14717	ENSP00000390611
NX_O14717	ENSP00000419625
NX_O14717	ENSP00000431476
NX_O14727	ENSP00000448161
NX_O14727	ENSP00000450175
NX_O14730	ENSP00000463644
NX_O14730	ENSP00000463660
NX_O14730	ENSP00000463791
NX_O14732	ENSP00000372867
NX_O14732	ENSP00000464754
NX_O14732	ENSP00000464767
NX_O14732	ENSP00000465416
NX_O14732	ENSP00000465938
NX_O14732	ENSP00000466059
NX_O14732	ENSP00000486461
NX_O14734	ENSP00000403862
NX_O14734	ENSP00000416217
NX_O14734	ENSP00000419403
NX_O14734	ENSP00000431175
NX_O14734	ENSP00000433923
NX_O14734	ENSP00000434216
NX_O14734	ENSP00000435115
NX_O14734	ENSP00000435581
NX_O14735	ENSP00000455042
NX_O14735	ENSP00000457207
NX_O14735	ENSP00000457766
NX_O14737	ENSP00000221784
NX_O14737	ENSP00000368620
NX_O14737	ENSP00000467737
NX_O14737	ENSP00000468741
NX_O14744	ENSP00000387663
NX_O14744	ENSP00000409482
NX_O14744	ENSP00000450633
NX_O14744	ENSP00000450737
NX_O14744	ENSP00000450919
NX_O14744	ENSP00000450956
NX_O14744	ENSP00000451127
NX_O14744	ENSP00000451245
NX_O14744	ENSP00000452102
NX_O14744	ENSP00000452218
NX_O14744	ENSP00000452409
NX_O14744	ENSP00000452411
NX_O14744	ENSP00000452501
NX_O14744	ENSP00000452509
NX_O14744	ENSP00000485787
NX_O14745	ENSP00000464117
NX_O14745	ENSP00000464321
NX_O14753	ENSP00000434220
NX_O14756	ENSP00000451497
NX_O14756	ENSP00000452103
NX_O14757	ENSP00000278916
NX_O14757	ENSP00000431525
NX_O14757	ENSP00000431815
NX_O14757	ENSP00000432470
NX_O14757	ENSP00000433103
NX_O14757	ENSP00000434141
NX_O14757	ENSP00000434646
NX_O14757	ENSP00000477588
NX_O14757	ENSP00000481614
NX_O14763	ENSP00000427999
NX_O14770	ENSP00000452770
NX_O14770	ENSP00000452874
NX_O14770	ENSP00000453481
NX_O14770	ENSP00000453782
NX_O14770	ENSP00000475660
NX_O14770	ENSP00000475899
NX_O14771	ENSP00000459293
NX_O14771	ENSP00000459967
NX_O14771	ENSP00000461024
NX_O14772	ENSP00000431733
NX_O14772	ENSP00000433044
NX_O14772	ENSP00000433499
NX_O14772	ENSP00000434934
NX_O14773	ENSP00000398136
NX_O14773	ENSP00000434647
NX_O14773	ENSP00000435001
NX_O14775	ENSP00000453176
NX_O14775	ENSP00000453339
NX_O14775	ENSP00000454185
NX_O14776	ENSP00000450414
NX_O14777	ENSP00000458236
NX_O14777	ENSP00000461227
NX_O14777	ENSP00000476919
NX_O14782	ENSP00000393676
NX_O14782	ENSP00000410407
NX_O14786	ENSP00000363949
NX_O14786	ENSP00000363956
NX_O14786	ENSP00000364009
NX_O14786	ENSP00000379317
NX_O14786	ENSP00000390447
NX_O14786	ENSP00000390567
NX_O14786	ENSP00000393071
NX_O14786	ENSP00000408911
NX_O14786	ENSP00000416147
NX_O14786	ENSP00000476896
NX_O14787	ENSP00000466011
NX_O14787	ENSP00000466421
NX_O14787	ENSP00000466446
NX_O14787	ENSP00000467115
NX_O14787	ENSP00000468101
NX_O14787	ENSP00000468642
NX_O14787	ENSP00000468698
NX_O14787	ENSP00000468739
NX_O14791	ENSP00000391206
NX_O14791	ENSP00000391302
NX_O14791	ENSP00000392514
NX_O14791	ENSP00000392857
NX_O14791	ENSP00000397141
NX_O14791	ENSP00000404525
NX_O14792	ENSP00000422629
NX_O14792	ENSP00000425673
NX_O14795	ENSP00000367757
NX_O14795	ENSP00000380006
NX_O14795	ENSP00000484432
NX_O14795	ENSP00000489441
NX_O14795	ENSP00000489581
NX_O14795	ENSP00000490228
NX_O14795	ENSP00000490683
NX_O14798	ENSP00000380815
NX_O14798	ENSP00000428235
NX_O14802	ENSP00000473389
NX_O14802	ENSP00000483738
NX_O14807	ENSP00000417092
NX_O14807	ENSP00000417685
NX_O14810	ENSP00000421947
NX_O14810	ENSP00000425960
NX_O14813	ENSP00000444845
NX_O14815	ENSP00000355626
NX_O14817	ENSP00000324304
NX_O14817	ENSP00000380551
NX_O14817	ENSP00000431943
NX_O14817	ENSP00000433980
NX_O14817	ENSP00000434818
NX_O14817	ENSP00000436260
NX_O14817	ENSP00000437266
NX_O14818	ENSP00000397047
NX_O14827	ENSP00000421771
NX_O14828	ENSP00000458542
NX_O14828	ENSP00000461521
NX_O14829	ENSP00000418623
NX_O14829	ENSP00000419273
NX_O14829	ENSP00000419948
NX_O14830	ENSP00000426186
NX_O14832	ENSP00000380126
NX_O14832	ENSP00000412525
NX_O14832	ENSP00000420117
NX_O14836	ENSP00000463582
NX_O14836	ENSP00000464069
NX_O14841	ENSP00000481640
NX_O14862	ENSP00000357111
NX_O14867	ENSP00000392202
NX_O14867	ENSP00000400576
NX_O14867	ENSP00000408605
NX_O14867	ENSP00000416569
NX_O14867	ENSP00000447332
NX_O14867	ENSP00000448663
NX_O14867	ENSP00000448982
NX_O14867	ENSP00000449316
NX_O14867	ENSP00000449383
NX_O14867	ENSP00000470673
NX_O14874	ENSP00000454947
NX_O14874	ENSP00000455866
NX_O14874	ENSP00000456479
NX_O14874	ENSP00000457226
NX_O14874	ENSP00000457821
NX_O14880	ENSP00000356863
NX_O14893	ENSP00000431500
NX_O14893	ENSP00000434048
NX_O14893	ENSP00000436065
NX_O14893	ENSP00000436854
NX_O14893	ENSP00000474979
NX_O14896	ENSP00000403855
NX_O14901	ENSP00000386058
NX_O14901	ENSP00000387866
NX_O14901	ENSP00000388263
NX_O14905	ENSP00000377105
NX_O14905	ENSP00000458192
NX_O14905	ENSP00000482127
NX_O14905	ENSP00000487979
NX_O14905	ENSP00000488518
NX_O14907	ENSP00000484776
NX_O14908	ENSP00000464879
NX_O14908	ENSP00000465003
NX_O14908	ENSP00000466105
NX_O14908	ENSP00000466312
NX_O14908	ENSP00000466624
NX_O14908	ENSP00000468787
NX_O14910	ENSP00000261203
NX_O14910	ENSP00000448891
NX_O14910	ENSP00000448975
NX_O14917	ENSP00000481329
NX_O14917	ENSP00000483215
NX_O14920	ENSP00000339151
NX_O14920	ENSP00000427978
NX_O14920	ENSP00000428186
NX_O14920	ENSP00000428892
NX_O14920	ENSP00000428922
NX_O14920	ENSP00000429239
NX_O14920	ENSP00000429319
NX_O14920	ENSP00000429357
NX_O14920	ENSP00000429699
NX_O14920	ENSP00000429924
NX_O14920	ENSP00000430114
NX_O14920	ENSP00000430557
NX_O14920	ENSP00000486961
NX_O14924	ENSP00000424251
NX_O14929	ENSP00000403466
NX_O14931	ENSP00000372968
NX_O14931	ENSP00000372969
NX_O14931	ENSP00000372970
NX_O14931	ENSP00000383100
NX_O14931	ENSP00000389071
NX_O14931	ENSP00000389396
NX_O14931	ENSP00000389419
NX_O14931	ENSP00000390131
NX_O14931	ENSP00000391177
NX_O14931	ENSP00000395238
NX_O14931	ENSP00000398313
NX_O14931	ENSP00000399128
NX_O14931	ENSP00000402904
NX_O14931	ENSP00000403978
NX_O14931	ENSP00000404747
NX_O14931	ENSP00000405306
NX_O14931	ENSP00000406373
NX_O14931	ENSP00000408960
NX_O14931	ENSP00000409048
NX_O14931	ENSP00000409874
NX_O14931	ENSP00000411205
NX_O14931	ENSP00000412474
NX_O14931	ENSP00000412702
NX_O14931	ENSP00000415456
NX_O14931	ENSP00000415697
NX_O14931	ENSP00000416035
NX_O14931	ENSP00000416105
NX_O14931	ENSP00000416944
NX_O14931	ENSP00000431193
NX_O14931	ENSP00000431646
NX_O14931	ENSP00000432120
NX_O14931	ENSP00000432357
NX_O14931	ENSP00000432961
NX_O14931	ENSP00000433448
NX_O14931	ENSP00000437322
NX_O14933	ENSP00000434348
NX_O14933	ENSP00000435265
NX_O14936	ENSP00000367396
NX_O14936	ENSP00000367410
NX_O14936	ENSP00000367421
NX_O14939	ENSP00000458795
NX_O14939	ENSP00000459304
NX_O14939	ENSP00000460250
NX_O14939	ENSP00000460477
NX_O14939	ENSP00000461459
NX_O14948	ENSP00000417432
NX_O14960	ENSP00000421123
NX_O14960	ENSP00000427012
NX_O14960	ENSP00000429618
NX_O14964	ENSP00000458603
NX_O14964	ENSP00000458775
NX_O14964	ENSP00000458789
NX_O14964	ENSP00000458987
NX_O14964	ENSP00000459685
NX_O14964	ENSP00000460130
NX_O14964	ENSP00000460165
NX_O14965	ENSP00000379243
NX_O14965	ENSP00000388073
NX_O14965	ENSP00000393452
NX_O14965	ENSP00000401358
NX_O14965	ENSP00000405042
NX_O14965	ENSP00000405170
NX_O14966	ENSP00000431483
NX_O14967	ENSP00000424593
NX_O14972	ENSP00000381964
NX_O14972	ENSP00000381967
NX_O14974	ENSP00000446816
NX_O14974	ENSP00000447144
NX_O14974	ENSP00000447338
NX_O14974	ENSP00000449647
NX_O14974	ENSP00000449666
NX_O14974	ENSP00000449843
NX_O14974	ENSP00000450059
NX_O14974	ENSP00000450061
NX_O14974	ENSP00000489242
NX_O14975	ENSP00000444549
NX_O14976	ENSP00000421049
NX_O14976	ENSP00000421814
NX_O14976	ENSP00000422391
NX_O14976	ENSP00000424553
NX_O14976	ENSP00000424701
NX_O14976	ENSP00000426062
NX_O14976	ENSP00000426728
NX_O14976	ENSP00000426908
NX_O14976	ENSP00000484475
NX_O14976	ENSP00000486984
NX_O14977	ENSP00000429215
NX_O14977	ENSP00000429449
NX_O14977	ENSP00000475919
NX_O14978	ENSP00000444497
NX_O14978	ENSP00000458214
NX_O14978	ENSP00000459998
NX_O14978	ENSP00000460278
NX_O14978	ENSP00000461146
NX_O14978	ENSP00000461755
NX_O14978	ENSP00000461861
NX_O14979	ENSP00000478269
NX_O14980	ENSP00000388927
NX_O14980	ENSP00000390843
NX_O14980	ENSP00000393484
NX_O14980	ENSP00000394951
NX_O14980	ENSP00000406428
NX_O14980	ENSP00000406819
NX_O14980	ENSP00000407170
NX_O14980	ENSP00000408190
NX_O14980	ENSP00000413853
NX_O14983	ENSP00000457148
NX_O14983	ENSP00000457357
NX_O14983	ENSP00000457793
NX_O14983	ENSP00000457798
NX_O14983	ENSP00000458035
NX_O14986	ENSP00000366498
NX_O14986	ENSP00000398587
NX_O14986	ENSP00000411477
NX_O14994	ENSP00000330219
NX_O14994	ENSP00000388582
NX_O14994	ENSP00000395794
NX_O14994	ENSP00000477861
NX_O15013	ENSP00000381568
NX_O15013	ENSP00000427768
NX_O15013	ENSP00000477521
NX_O15013	ENSP00000477988
NX_O15013	ENSP00000481974
NX_O15013	ENSP00000488343
NX_O15013	ENSP00000488344
NX_O15013	ENSP00000488463
NX_O15014	ENSP00000388846
NX_O15015	ENSP00000391271
NX_O15015	ENSP00000456651
NX_O15016	ENSP00000384876
NX_O15016	ENSP00000437234
NX_O15018	ENSP00000424901
NX_O15020	ENSP00000433631
NX_O15020	ENSP00000480692
NX_O15020	ENSP00000482000
NX_O15021	ENSP00000384099
NX_O15021	ENSP00000384547
NX_O15021	ENSP00000385260
NX_O15021	ENSP00000385727
NX_O15021	ENSP00000392478
NX_O15021	ENSP00000396765
NX_O15021	ENSP00000398417
NX_O15021	ENSP00000398694
NX_O15021	ENSP00000400551
NX_O15021	ENSP00000404801
NX_O15021	ENSP00000407977
NX_O15021	ENSP00000413573
NX_O15021	ENSP00000413854
NX_O15021	ENSP00000421739
NX_O15027	ENSP00000277537
NX_O15027	ENSP00000290037
NX_O15027	ENSP00000317437
NX_O15027	ENSP00000403525
NX_O15031	ENSP00000387470
NX_O15031	ENSP00000392620
NX_O15031	ENSP00000400679
NX_O15031	ENSP00000406048
NX_O15031	ENSP00000415757
NX_O15031	ENSP00000478347
NX_O15031	ENSP00000482999
NX_O15033	ENSP00000450458
NX_O15033	ENSP00000450557
NX_O15033	ENSP00000450901
NX_O15033	ENSP00000450912
NX_O15033	ENSP00000451375
NX_O15033	ENSP00000451710
NX_O15033	ENSP00000452101
NX_O15033	ENSP00000452456
NX_O15034	ENSP00000439030
NX_O15034	ENSP00000439437
NX_O15037	ENSP00000451004
NX_O15037	ENSP00000451227
NX_O15041	ENSP00000412867
NX_O15041	ENSP00000415184
NX_O15042	ENSP00000418220
NX_O15042	ENSP00000418465
NX_O15042	ENSP00000420210
NX_O15042	ENSP00000420575
NX_O15042	ENSP00000422011
NX_O15042	ENSP00000475195
NX_O15047	ENSP00000391408
NX_O15050	ENSP00000485569
NX_O15054	ENSP00000458445
NX_O15055	ENSP00000405891
NX_O15056	ENSP00000356079
NX_O15056	ENSP00000356080
NX_O15056	ENSP00000356089
NX_O15056	ENSP00000411202
NX_O15056	ENSP00000436657
NX_O15061	ENSP00000453040
NX_O15063	ENSP00000465362
NX_O15063	ENSP00000475249
NX_O15067	ENSP00000443244
NX_O15067	ENSP00000462874
NX_O15067	ENSP00000463045
NX_O15067	ENSP00000463103
NX_O15067	ENSP00000463362
NX_O15067	ENSP00000464671
NX_O15067	ENSP00000464689
NX_O15067	ENSP00000487260
NX_O15068	ENSP00000261963
NX_O15068	ENSP00000380212
NX_O15068	ENSP00000380216
NX_O15068	ENSP00000380219
NX_O15068	ENSP00000380230
NX_O15068	ENSP00000386551
NX_O15068	ENSP00000392953
NX_O15068	ENSP00000395707
NX_O15068	ENSP00000395978
NX_O15068	ENSP00000398383
NX_O15068	ENSP00000404422
NX_O15068	ENSP00000405996
NX_O15068	ENSP00000407392
NX_O15068	ENSP00000411315
NX_O15068	ENSP00000471913
NX_O15068	ENSP00000473071
NX_O15075	ENSP00000369222
NX_O15078	ENSP00000380938
NX_O15078	ENSP00000447527
NX_O15078	ENSP00000447623
NX_O15078	ENSP00000448573
NX_O15078	ENSP00000473863
NX_O15083	ENSP00000417280
NX_O15084	ENSP00000389489
NX_O15084	ENSP00000394845
NX_O15090	ENSP00000465268
NX_O15090	ENSP00000465771
NX_O15090	ENSP00000467909
NX_O15091	ENSP00000450898
NX_O15091	ENSP00000474656
NX_O15091	ENSP00000474700
NX_O15091	ENSP00000474967
NX_O15105	ENSP00000465590
NX_O15116	ENSP00000428307
NX_O15116	ENSP00000430021
NX_O15117	ENSP00000420989
NX_O15117	ENSP00000421988
NX_O15117	ENSP00000423888
NX_O15117	ENSP00000424919
NX_O15117	ENSP00000426597
NX_O15118	ENSP00000464755
NX_O15118	ENSP00000467150
NX_O15118	ENSP00000468321
NX_O15118	ENSP00000468438
NX_O15121	ENSP00000400545
NX_O15123	ENSP00000428023
NX_O15126	ENSP00000478205
NX_O15126	ENSP00000478292
NX_O15126	ENSP00000480865
NX_O15126	ENSP00000482491
NX_O15127	ENSP00000454464
NX_O15127	ENSP00000454741
NX_O15127	ENSP00000455377
NX_O15127	ENSP00000455963
NX_O15127	ENSP00000457564
NX_O15127	ENSP00000457890
NX_O15131	ENSP00000396791
NX_O15143	ENSP00000388802
NX_O15143	ENSP00000398110
NX_O15143	ENSP00000398620
NX_O15143	ENSP00000399955
NX_O15143	ENSP00000403211
NX_O15143	ENSP00000403324
NX_O15143	ENSP00000408508
NX_O15143	ENSP00000408758
NX_O15143	ENSP00000410238
NX_O15143	ENSP00000413067
NX_O15143	ENSP00000413173
NX_O15144	ENSP00000396475
NX_O15144	ENSP00000401070
NX_O15144	ENSP00000411612
NX_O15144	ENSP00000412632
NX_O15145	ENSP00000413221
NX_O15145	ENSP00000446598
NX_O15146	ENSP00000363562
NX_O15146	ENSP00000363563
NX_O15146	ENSP00000393608
NX_O15151	ENSP00000356147
NX_O15151	ENSP00000356148
NX_O15151	ENSP00000375811
NX_O15151	ENSP00000395254
NX_O15151	ENSP00000443816
NX_O15151	ENSP00000478080
NX_O15151	ENSP00000478581
NX_O15151	ENSP00000482388
NX_O15151	ENSP00000482479
NX_O15155	ENSP00000350125
NX_O15155	ENSP00000401260
NX_O15155	ENSP00000413063
NX_O15160	ENSP00000361419
NX_O15160	ENSP00000395401
NX_O15160	ENSP00000409536
NX_O15162	ENSP00000417588
NX_O15162	ENSP00000417733
NX_O15162	ENSP00000417792
NX_O15162	ENSP00000418103
NX_O15162	ENSP00000418550
NX_O15162	ENSP00000418654
NX_O15162	ENSP00000419228
NX_O15162	ENSP00000419680
NX_O15162	ENSP00000420006
NX_O15162	ENSP00000420523
NX_O15165	ENSP00000465244
NX_O15165	ENSP00000465573
NX_O15165	ENSP00000466490
NX_O15169	ENSP00000416835
NX_O15173	ENSP00000475242
NX_O15173	ENSP00000475268
NX_O15173	ENSP00000475350
NX_O15173	ENSP00000475603
NX_O15173	ENSP00000476010
NX_O15178	ENSP00000355841
NX_O15178	ENSP00000453512
NX_O15182	ENSP00000428259
