NX_A0A087WTH1	MGI:5613213
NX_P48048	MGI:1927248
NX_P48050	MGI:104743
NX_P48051	MGI:104781
NX_P48052	MGI:3617840
NX_P48058	MGI:95811
NX_P48059	MGI:1195263
NX_P48060	MGI:1920940
NX_P48061	MGI:103556
NX_P48065	MGI:95628
NX_P48066	MGI:95630
NX_P48067	MGI:95760
NX_P48145	MGI:891989
NX_P48147	MGI:1270863
NX_P48163	MGI:97043
NX_P48165	MGI:99953
NX_P48167	MGI:95751
NX_P48169	MGI:95616
NX_P48200	MGI:1928268
NX_P48201	MGI:2442035
NX_P48230	MGI:2385173
NX_P48304	MGI:97895
NX_P48304	MGI:97896
NX_P48307	MGI:108543
NX_P48357	MGI:104993
NX_P48378	MGI:106583
NX_P48380	MGI:106582
NX_P48382	MGI:1858421
NX_P48426	MGI:1298206
NX_P48431	MGI:98364
NX_P48436	MGI:98371
NX_P48443	MGI:98216
NX_P48444	MGI:2387591
NX_P48448	MGI:1920708
NX_P48448	MGI:2147613
NX_P48449	MGI:1336155
NX_P48454	MGI:107162
NX_P48506	MGI:104990
NX_P48507	MGI:104995
NX_P48509	MGI:1096360
NX_P48539	MGI:97509
NX_P48544	MGI:104755
NX_P48546	MGI:1352753
NX_P48547	MGI:96667
NX_P48549	MGI:104742
NX_P48551	MGI:1098243
NX_P48552	MGI:1315213
NX_P48553	MGI:1336209
NX_P48556	MGI:1888669
NX_P48594	MGI:1277952
NX_P48594	MGI:2683293
NX_P48594	MGI:2683295
NX_P48594	MGI:3573933
NX_P48595	MGI:2138648
NX_P48634	MGI:1915467
NX_P48637	MGI:95852
NX_P48643	MGI:107185
NX_P48645	MGI:1860476
NX_P48651	MGI:1276575
NX_P48664	MGI:1096331
NX_P48668	MGI:1100845
NX_P48668	MGI:1333768
NX_P48681	MGI:101784
NX_P48723	MGI:1309463
NX_P48728	MGI:3646700
NX_P48729	MGI:1934950
NX_P48730	MGI:1355272
NX_P48735	MGI:96414
NX_P48736	MGI:1353576
NX_P48739	MGI:1927542
NX_P48740	MGI:88492
NX_P48742	MGI:99783
NX_P48745	MGI:109185
NX_P48751	MGI:109350
NX_P48764	MGI:105064
NX_P48775	MGI:1928486
NX_P48788	MGI:105070
NX_P48960	MGI:1347095
NX_P48995	MGI:109528
NX_P49005	MGI:1097163
NX_P49006	MGI:97143
NX_P49019	MGI:1933383
NX_P49023	MGI:108295
NX_P49069	MGI:104728
NX_P49116	MGI:1352466
NX_P49137	MGI:109298
NX_P49146	MGI:108418
NX_P49184	MGI:109628
NX_P49189	MGI:1861622
NX_P49190	MGI:2180917
NX_P49207	MGI:1915686
NX_P49207	MGI:3648994
NX_P49221	MGI:3027002
NX_P49223	MGI:3651470
NX_P49238	MGI:1333815
NX_P49247	MGI:103254
NX_P49257	MGI:1917611
NX_P49279	MGI:1345275
NX_P49281	MGI:1345279
NX_P49286	MGI:2181726
NX_P49321	MGI:1355328
NX_P49326	MGI:1310004
NX_P49327	MGI:95485
NX_P49335	MGI:101894
NX_P49336	MGI:1196224
NX_P49354	MGI:104683
NX_P49356	MGI:1861305
NX_P49366	MGI:2683592
NX_P49368	MGI:104708
NX_P49406	MGI:1926274
NX_P49407	MGI:99473
NX_P49411	MGI:1923686
NX_P49418	MGI:103574
NX_P49419	MGI:108186
NX_P49427	MGI:102657
NX_P49441	MGI:104848
NX_P49447	MGI:103253
NX_P49450	MGI:88375
NX_P49454	MGI:1313302
NX_P49458	MGI:1350930
NX_P49459	MGI:102959
NX_P49585	MGI:88557
NX_P49588	MGI:2384560
NX_P49589	MGI:1351477
NX_P49590	MGI:1918041
NX_P49591	MGI:102809
NX_P49593	MGI:1918464
NX_P49619	MGI:105060
NX_P49638	MGI:1354168
NX_P49639	MGI:96170
NX_P49640	MGI:95461
NX_P49641	MGI:2150656
NX_P49642	MGI:97757
NX_P49643	MGI:97758
NX_P49662	MGI:107700
NX_P49674	MGI:1351660
NX_P49675	MGI:102760
NX_P49682	MGI:1277207
NX_P49683	MGI:2135956
NX_P49685	MGI:1918473
NX_P49703	MGI:1933155
NX_P49711	MGI:109447
NX_P49715	MGI:99480
NX_P49716	MGI:103573
NX_P49720	MGI:1347014
NX_P49721	MGI:1347045
NX_P49736	MGI:105380
NX_P49746	MGI:98739
NX_P49747	MGI:88469
NX_P49748	MGI:895149
NX_P49750	MGI:1926195
NX_P49753	MGI:2159605
NX_P49754	MGI:1929215
NX_P49755	MGI:1915831
NX_P49755	MGI:3782198
NX_P49756	MGI:1914289
NX_P49757	MGI:107423
NX_P49758	MGI:1354730
NX_P49759	MGI:107403
NX_P49760	MGI:1098669
NX_P49761	MGI:1098670
NX_P49763	MGI:105095
NX_P49765	MGI:106199
NX_P49767	MGI:109124
NX_P49768	MGI:1202717
NX_P49770	MGI:2145118
NX_P49771	MGI:95560
NX_P49773	MGI:1321133
NX_P49788	MGI:1924461
NX_P49789	MGI:1277947
NX_P49790	MGI:2385621
NX_P49792	MGI:894323
NX_P49795	MGI:1915153
NX_P49796	MGI:1354734
NX_P49798	MGI:108409
NX_P49802	MGI:1346089
NX_P49810	MGI:109284
NX_P49815	MGI:102548
NX_P49821	MGI:107851
NX_P49840	MGI:2152453
NX_P49841	MGI:1861437
NX_P49842	MGI:1860085
NX_P49848	MGI:109129
NX_P49862	MGI:1346336
NX_P49863	MGI:1298232
NX_P49888	MGI:98431
NX_P49895	MGI:94896
NX_P49901	MGI:96945
NX_P49902	MGI:2178563
NX_P49903	MGI:1923580
NX_P49908	MGI:894288
NX_P49913	MGI:108443
NX_P49914	MGI:1340032
NX_P49914	MGI:3780550
NX_P49915	MGI:2448526
NX_P49916	MGI:109152
NX_P49917	MGI:1335098
NX_P49918	MGI:104564
NX_P49959	MGI:1100512
NX_P49961	MGI:102805
NX_P50052	MGI:87966
NX_P50053	MGI:1096353
NX_P50120	MGI:97877
NX_P50135	MGI:2153181
NX_P50148	MGI:95776
NX_P50150	MGI:102703
NX_P50151	MGI:1336169
NX_P50213	MGI:1915084
NX_P50219	MGI:109160
NX_P50221	MGI:103220
NX_P50222	MGI:103219
NX_P50225	MGI:102896
NX_P50238	MGI:88501
NX_P50281	MGI:101900
NX_P50336	MGI:104968
NX_P50391	MGI:105374
NX_P50395	MGI:99845
NX_P50402	MGI:108117
NX_P50406	MGI:1196627
NX_P50416	MGI:1098296
NX_P50440	MGI:1914342
NX_P50443	MGI:892977
NX_P50452	MGI:894657
NX_P50453	MGI:106603
NX_P50453	MGI:1919260
NX_P50453	MGI:3709608
NX_P50453	MGI:894667
NX_P50453	MGI:894668
NX_P50453	MGI:894669
NX_P50453	MGI:894671
NX_P50453	MGI:894672
NX_P50454	MGI:88283
NX_P50458	MGI:96785
NX_P50461	MGI:1330824
NX_P50479	MGI:1353470
NX_P50502	MGI:1917606
NX_P50539	MGI:97245
NX_P50542	MGI:1098808
NX_P50548	MGI:109637
NX_P50549	MGI:99254
NX_P50552	MGI:109268
NX_P50553	MGI:96919
NX_P50570	MGI:109547
NX_P50579	MGI:1929701
NX_P50583	MGI:1913651
NX_P50591	MGI:107414
NX_P50607	MGI:2651573
NX_P50613	MGI:102956
NX_P50616	MGI:1349721
NX_P50747	MGI:894646
NX_P50748	MGI:2673709
NX_P50749	MGI:2442060
NX_P50750	MGI:1328368
NX_P50851	MGI:1933162
NX_P50876	MGI:1344401
NX_P50895	MGI:1929940
NX_P50897	MGI:1298204
NX_P50914	MGI:1914365
NX_P50990	MGI:107183
NX_P50991	MGI:104689
NX_P50993	MGI:88106
NX_P50995	MGI:108481
NX_P51003	MGI:109301
NX_P51114	MGI:104860
NX_P51116	MGI:1346074
NX_P51124	MGI:99549
NX_P51148	MGI:105306
NX_P51149	MGI:105068
NX_P51151	MGI:1890695
NX_P51153	MGI:1927232
NX_P51157	MGI:1917285
NX_P51159	MGI:1861441
NX_P51160	MGI:105956
NX_P51161	MGI:96565
NX_P51164	MGI:88114
NX_P51168	MGI:104696
NX_P51170	MGI:104695
NX_P51178	MGI:97614
NX_P51397	MGI:1918190
NX_P51398	MGI:1929538
NX_P51449	MGI:104856
NX_P51451	MGI:88169
NX_P51452	MGI:1919599
NX_P51460	MGI:108427
NX_P51508	MGI:2444708
NX_P51511	MGI:109320
NX_P51512	MGI:1276107
NX_P51513	MGI:104297
NX_P51530	MGI:2443732
NX_P51531	MGI:99603
NX_P51532	MGI:88192
NX_P51553	MGI:1099463
NX_P51570	MGI:95730
NX_P51571	MGI:1099464
NX_P51572	MGI:1350933
NX_P51575	MGI:1098235
NX_P51580	MGI:98812
NX_P51582	MGI:1926594
NX_P51587	MGI:109337
NX_P51589	MGI:1270148
NX_P51606	MGI:105940
NX_P51608	MGI:99918
NX_P51610	MGI:105942
NX_P51617	MGI:107420
NX_P51636	MGI:107571
NX_P51648	MGI:1353452
NX_P51649	MGI:2441982
NX_P51654	MGI:104903
NX_P51659	MGI:105089
NX_P51665	MGI:1351511
NX_P51668	MGI:2384911
NX_P51671	MGI:103576
NX_P51674	MGI:107671
NX_P51677	MGI:104616
NX_P51679	MGI:107824
NX_P51681	MGI:107182
NX_P51684	MGI:1333797
NX_P51685	MGI:1201402
NX_P51686	MGI:1341902
NX_P51687	MGI:2446117
NX_P51688	MGI:1350341
NX_P51692	MGI:103035
NX_P51693	MGI:88046
NX_P51784	MGI:2384312
NX_P51786	MGI:2384563
NX_P51787	MGI:108083
NX_P51788	MGI:105061
NX_P51790	MGI:103555
NX_P51793	MGI:104571
NX_P51795	MGI:99486
NX_P51797	MGI:1347049
NX_P51798	MGI:1347048
NX_P51800	MGI:1329026
NX_P51800	MGI:1930643
NX_P51801	MGI:1329026
NX_P51801	MGI:1930643
NX_P51805	MGI:107683
NX_P51808	MGI:1914367
NX_P51809	MGI:1096399
NX_P51810	MGI:107193
NX_P51811	MGI:103569
NX_P51812	MGI:104557
NX_P51813	MGI:1101778
NX_P51814	MGI:1917255
NX_P51816	MGI:1202294
NX_P51817	MGI:1309999
NX_P51825	MGI:1100819
NX_P51826	MGI:106927
NX_P51828	MGI:102891
NX_P51841	MGI:105119
NX_P51843	MGI:1352460
NX_P51854	MGI:1933244
NX_P51857	MGI:2384785
NX_P51858	MGI:1194494
NX_P51861	MGI:88359
NX_P51884	MGI:109347
NX_P51888	MGI:2151110
NX_P51911	MGI:104979
NX_P51946	MGI:1913921
NX_P51948	MGI:106207
NX_P51955	MGI:109359
NX_P51956	MGI:1344371
NX_P51957	MGI:1344404
NX_P51959	MGI:102890
NX_P51965	MGI:107411
NX_P51970	MGI:1915625
NX_P51991	MGI:1917171
NX_P52179	MGI:1341430
NX_P52198	MGI:1338755
NX_P52209	MGI:97553
NX_P52272	MGI:1926465
NX_P52292	MGI:103561
NX_P52294	MGI:103560
NX_P52298	MGI:1915342
NX_P52306	MGI:2385189
NX_P52333	MGI:99928
NX_P52429	MGI:1889276
NX_P52434	MGI:2384309
NX_P52435	MGI:109582
NX_P52564	MGI:1346870
NX_P52565	MGI:2178103
NX_P52566	MGI:101940
NX_P52569	MGI:99828
NX_P52594	MGI:1333754
NX_P52597	MGI:2138741
NX_P52630	MGI:103039
NX_P52655	MGI:1933277
NX_P52657	MGI:1933289
NX_P52701	MGI:1343961
NX_P52732	MGI:1098231
NX_P52735	MGI:102718
NX_P52736	MGI:2176612
NX_P52739	MGI:1919715
NX_P52740	MGI:107885
NX_P52741	MGI:107884
NX_P52746	MGI:1924514
NX_P52747	MGI:1277969
NX_P52756	MGI:1933204
NX_P52757	MGI:1917243
NX_P52758	MGI:1095401
NX_P52788	MGI:109490
NX_P52788	MGI:3705601
NX_P52789	MGI:1315197
NX_P52790	MGI:2670962
NX_P52797	MGI:106644
NX_P52798	MGI:106643
NX_P52799	MGI:105097
NX_P52803	MGI:107444
NX_P52815	MGI:1926273
NX_P52823	MGI:109131
NX_P52824	MGI:102918
NX_P52848	MGI:104719
NX_P52849	MGI:97040
NX_P52888	MGI:1354165
NX_P52895	MGI:1924587
NX_P52907	MGI:106227
NX_P52926	MGI:101761
NX_P52943	MGI:1915587
NX_P52945	MGI:102851
NX_P52948	MGI:109404
NX_P52951	MGI:95668
NX_P52952	MGI:97350
NX_P52954	MGI:104867
NX_P52961	MGI:107511
NX_P53004	MGI:88170
NX_P53007	MGI:1345283
NX_P53041	MGI:102666
NX_P53350	MGI:97621
NX_P53355	MGI:1916885
NX_P53365	MGI:1924182
NX_P53367	MGI:1277120
NX_P53370	MGI:2387618
NX_P53384	MGI:1347073
NX_P53396	MGI:103251
NX_P53420	MGI:104687
NX_P53539	MGI:95575
NX_P53567	MGI:104982
NX_P53582	MGI:1922874
NX_P53597	MGI:1927234
NX_P53602	MGI:2179327
NX_P53609	MGI:1917514
NX_P53611	MGI:99537
NX_P53618	MGI:1917599
NX_P53621	MGI:1334462
NX_P53634	MGI:109553
NX_P53667	MGI:104572
NX_P53671	MGI:1197517
NX_P53672	MGI:104336
NX_P53673	MGI:102716
NX_P53674	MGI:104992
NX_P53677	MGI:1929214
NX_P53680	MGI:2141861
NX_P53701	MGI:106911
NX_P53708	MGI:109442
NX_P53778	MGI:1353438
NX_P53779	MGI:1346863
NX_P53794	MGI:1858226
NX_P53801	MGI:2652132
NX_P53803	MGI:102725
NX_P53804	MGI:1276539
NX_P53805	MGI:1890564
NX_P53814	MGI:1354727
NX_P53816	MGI:2179715
NX_P53985	MGI:106013
NX_P53990	MGI:1919205
NX_P53992	MGI:1919746
NX_P53999	MGI:104811
NX_P54098	MGI:1196389
NX_P54105	MGI:109638
NX_P54107	MGI:1925331
NX_P54108	MGI:102553
NX_P54132	MGI:1328362
NX_P54136	MGI:1914297
NX_P54198	MGI:99430
NX_P54219	MGI:106684
NX_P54252	MGI:1099442
NX_P54253	MGI:104783
NX_P54257	MGI:1261831
NX_P54259	MGI:104725
NX_P54274	MGI:109634
NX_P54277	MGI:1202302
NX_P54278	MGI:104288
NX_P54284	MGI:103307
NX_P54289	MGI:88295
NX_P54296	MGI:1328358
NX_P54315	MGI:97723
NX_P54317	MGI:1336202
NX_P54368	MGI:109433
NX_P54577	MGI:2147627
NX_P54578	MGI:1928898
NX_P54619	MGI:108411
NX_P54646	MGI:1336173
NX_P54652	MGI:96243
NX_P54687	MGI:104861
NX_P54707	MGI:1926943
NX_P54709	MGI:107788
NX_P54710	MGI:1195260
NX_P54725	MGI:105126
NX_P54727	MGI:105128
NX_P54750	MGI:1201792
NX_P54753	MGI:104770
NX_P54756	MGI:99654
NX_P54760	MGI:104757
NX_P54762	MGI:1096337
NX_P54764	MGI:98277
NX_P54802	MGI:1351641
NX_P54803	MGI:95636
NX_P54819	MGI:87978
NX_P54821	MGI:97712
NX_P54826	MGI:95655
NX_P54829	MGI:97807
NX_P54840	MGI:2385254
NX_P54845	MGI:102567
NX_P54849	MGI:107941
NX_P54851	MGI:1098726
NX_P54852	MGI:1098729
NX_P54855	MGI:2140794
NX_P54855	MGI:2148239
NX_P54855	MGI:98900
NX_P54868	MGI:101939
NX_P54886	MGI:1888908
NX_P54920	MGI:104563
NX_P54922	MGI:1098234
NX_P55000	MGI:1930923
NX_P55001	MGI:99559
NX_P55008	MGI:1343098
NX_P55010	MGI:95309
NX_P55011	MGI:101924
NX_P55017	MGI:108114
NX_P55036	MGI:1201670
NX_P55039	MGI:1342307
NX_P55040	MGI:99844
NX_P55042	MGI:1930943
NX_P55055	MGI:1352463
NX_P55056	MGI:87878
NX_P55058	MGI:103151
NX_P55060	MGI:1339951
NX_P55061	MGI:99682
NX_P55064	MGI:106215
NX_P55072	MGI:99919
NX_P55073	MGI:1306782
NX_P55075	MGI:99604
NX_P55081	MGI:1914782
NX_P55081	MGI:3694697
NX_P55082	MGI:1924068
NX_P55083	MGI:1342276
NX_P55084	MGI:2136381
NX_P55085	MGI:101910
NX_P55087	MGI:107387
NX_P55089	MGI:1276123
NX_P55103	MGI:105932
NX_P55107	MGI:95684
NX_P55145	MGI:1922090
NX_P55157	MGI:106926
NX_P55160	MGI:1926063
NX_P55196	MGI:1314653
NX_P55197	MGI:1329038
NX_P55198	MGI:1935145
NX_P55199	MGI:109377
NX_P55201	MGI:1926033
NX_P55209	MGI:1855693
NX_P55210	MGI:109383
NX_P55211	MGI:1277950
NX_P55212	MGI:1312921
NX_P55259	MGI:1914383
NX_P55263	MGI:87930
NX_P55265	MGI:1889575
NX_P55268	MGI:99916
NX_P55273	MGI:105387
NX_P55283	MGI:99218
NX_P55285	MGI:107435
NX_P55286	MGI:107434
NX_P55287	MGI:99217
NX_P55289	MGI:109503
NX_P55290	MGI:99551
NX_P55291	MGI:106672
NX_P55316	MGI:1347464
NX_P55317	MGI:1347472
NX_P55318	MGI:1347477
NX_P55327	MGI:107749
NX_P55344	MGI:104698
NX_P55345	MGI:1316652
NX_P55347	MGI:1201409
NX_P55735	MGI:99832
NX_P55769	MGI:893586
NX_P55771	MGI:97493
NX_P55786	MGI:1101358
NX_P55789	MGI:107757
NX_P55795	MGI:1201779
NX_P55809	MGI:1914291
NX_P55822	MGI:1354740
NX_P55851	MGI:109354
NX_P55854	MGI:1336201
NX_P55884	MGI:106478
NX_P55895	MGI:97849
NX_P55899	MGI:103017
NX_P55916	MGI:1099787
NX_P55957	MGI:108093
NX_P56134	MGI:1927558
NX_P56159	MGI:1100842
NX_P56177	MGI:94901
NX_P56178	MGI:101926
NX_P56179	MGI:101927
NX_P56180	MGI:2446460
NX_P56181	MGI:1890894
NX_P56182	MGI:1203500
NX_P56192	MGI:1345633
NX_P56199	MGI:96599
NX_P56202	MGI:1338045
NX_P56211	MGI:1891691
NX_P56270	MGI:1338823
NX_P56277	MGI:102699
NX_P56277	MGI:5637812
NX_P56278	MGI:102699
NX_P56279	MGI:1097166
NX_P56282	MGI:1197514
NX_P56373	MGI:1097160
NX_P56377	MGI:1889383
NX_P56378	MGI:1917507
NX_P56381	MGI:1855697
NX_P56385	MGI:106636
NX_P56470	MGI:107536
NX_P56524	MGI:3036234
NX_P56537	MGI:1196288
NX_P56539	MGI:107570
NX_P56545	MGI:1201686
NX_P56556	MGI:1914380
NX_P56557	MGI:1925225
NX_P56559	MGI:2445172
NX_P56589	MGI:1929646
NX_P56597	MGI:1922783
NX_P56645	MGI:1277134
NX_P56693	MGI:98358
NX_P56696	MGI:1926803
NX_P56703	MGI:98955
NX_P56704	MGI:98956
NX_P56705	MGI:98957
NX_P56706	MGI:98962
NX_P56715	MGI:1341105
NX_P56730	MGI:1100881
NX_P56746	MGI:1913103
NX_P56747	MGI:1859284
NX_P56748	MGI:1859286
NX_P56749	MGI:1929288
NX_P56750	MGI:2652030
NX_P56817	MGI:1346542
NX_P56851	MGI:2684921
NX_P56856	MGI:1929209
NX_P56880	MGI:3646757
NX_P56915	MGI:95841
NX_P56937	MGI:1330808
NX_P56945	MGI:108091
NX_P56962	MGI:1914977
NX_P56975	MGI:1097165
NX_P57052	MGI:2447622
NX_P57054	MGI:1860433
NX_P57055	MGI:2181192
NX_P57057	MGI:2446181
NX_P57058	MGI:1347352
NX_P57059	MGI:104754
NX_P57060	MGI:1858215
NX_P57071	MGI:1930121
NX_P57073	MGI:98370
NX_P57075	MGI:1926074
NX_P57076	MGI:1915251
NX_P57077	MGI:2446584
NX_P57078	MGI:1919638
NX_P57081	MGI:1889002
NX_P57082	MGI:102556
NX_P57086	MGI:1343132
NX_P57087	MGI:1933820
NX_P57088	MGI:1915128
NX_P57103	MGI:107976
NX_P57105	MGI:1344347
NX_P57678	MGI:2449313
NX_P57679	MGI:1890596
NX_P57682	MGI:1342773
NX_P57721	MGI:1890470
NX_P57723	MGI:1890471
NX_P57727	MGI:2155445
NX_P57729	MGI:1919683
NX_P57735	MGI:1858203
NX_P57737	MGI:1926135
NX_P57738	MGI:1918829
NX_P57739	MGI:1276110
NX_P57740	MGI:2143854
NX_P57764	MGI:1916396
NX_P57768	MGI:1921968
NX_P57771	MGI:108408
NX_P57772	MGI:2137092
NX_P57775	MGI:1354698
NX_P57789	MGI:1919508
NX_P57796	MGI:1920910
NX_P58004	MGI:2651874
NX_P58005	MGI:1922997
NX_P58012	MGI:1349428
NX_P58062	MGI:3644691
NX_P58107	MGI:2386306
NX_P58166	MGI:109269
NX_P58173	MGI:104715
NX_P58180	MGI:3030296
NX_P58180	MGI:3030297
NX_P58181	MGI:3030350
NX_P58181	MGI:3030352
NX_P58182	MGI:2177484
NX_P58182	MGI:2177485
NX_P58215	MGI:1337004
NX_P58294	MGI:2180370
NX_P58304	MGI:88401
NX_P58335	MGI:1919164
NX_P58340	MGI:1341819
NX_P58397	MGI:2146046
NX_P58400	MGI:1096391
NX_P58401	MGI:1096362
NX_P58417	MGI:107492
NX_P58418	MGI:2388124
NX_P58499	MGI:1270150
NX_P58505	MGI:1924214
NX_P58511	MGI:1916186
NX_P58546	MGI:99445
NX_P58549	MGI:1889006
NX_P58557	MGI:2656825
NX_P58658	MGI:1918217
NX_P58743	MGI:1933154
NX_P58753	MGI:2152213
NX_P58872	MGI:2179276
NX_P58876	MGI:1925553
NX_P59025	MGI:2685450
NX_P59044	MGI:2141990
NX_P59046	MGI:2676630
NX_P59047	MGI:1345193
NX_P59095	MGI:2156774
NX_P59190	MGI:1916865
NX_P59282	MGI:2684923
NX_P59510	MGI:2660628
NX_P59533	MGI:2681306
NX_P59534	MGI:2681308
NX_P59535	MGI:2681312
NX_P59536	MGI:2681273
NX_P59538	MGI:2681304
NX_P59540	MGI:2681256
NX_P59541	MGI:2681304
NX_P59543	MGI:2681256
NX_P59551	MGI:2681302
NX_P59646	MGI:1889005
NX_P59665	MGI:94880
NX_P59768	MGI:102705
NX_P59773	MGI:2442934
NX_P59780	MGI:1337060
NX_P59796	MGI:1922762
NX_P59797	MGI:3608324
NX_P59826	MGI:2675077
NX_P59827	MGI:2685852
NX_P59861	MGI:3647180
NX_P59910	MGI:1916637
NX_P59923	MGI:2143340
NX_P59990	MGI:5588961
NX_P59991	MGI:3641725
NX_P59991	MGI:3641784
NX_P59991	MGI:3642388
NX_P59998	MGI:1915339
NX_P60002	MGI:1913376
NX_P60006	MGI:1922680
NX_P60008	MGI:2136691
NX_P60022	MGI:1096878
NX_P60033	MGI:1096398
NX_P60059	MGI:1202066
NX_P60059	MGI:3649592
NX_P60059	MGI:3651892
NX_P60059	MGI:3782360
NX_P60059	MGI:3826544
NX_P60153	MGI:3057273
NX_P60174	MGI:98797
NX_P60201	MGI:97623
NX_P60228	MGI:99257
NX_P60321	MGI:2676627
NX_P60323	MGI:2675387
NX_P60331	MGI:1925013
NX_P60331	MGI:3645300
NX_P60331	MGI:3704118
NX_P60331	MGI:3779677
NX_P60331	MGI:3779917
NX_P60331	MGI:3779918
NX_P60331	MGI:3780866
NX_P60331	MGI:3781411
NX_P60331	MGI:3781416
NX_P60331	MGI:3781428
NX_P60331	MGI:3781463
NX_P60331	MGI:3842085
NX_P60331	MGI:5011587
NX_P60368	MGI:3779677
NX_P60369	MGI:3645300
NX_P60372	MGI:1916018
NX_P60409	MGI:1925013
NX_P60409	MGI:3645300
NX_P60409	MGI:3704118
NX_P60409	MGI:3779677
NX_P60409	MGI:3779678
NX_P60409	MGI:3779917
NX_P60409	MGI:3779918
NX_P60409	MGI:3780046
NX_P60409	MGI:3780866
NX_P60409	MGI:3781411
NX_P60409	MGI:3781416
NX_P60409	MGI:3781428
NX_P60409	MGI:3781463
NX_P60409	MGI:5011587
NX_P60409	MGI:5011853
NX_P60410	MGI:5011853
NX_P60411	MGI:3842085
NX_P60413	MGI:3779918
NX_P60468	MGI:1913462
NX_P60484	MGI:109583
NX_P60508	MGI:3045308
NX_P60510	MGI:1891763
NX_P60520	MGI:1890602
NX_P60568	MGI:96548
NX_P60602	MGI:1914317
NX_P60604	MGI:1343188
NX_P60606	MGI:88566
NX_P60660	MGI:109318
NX_P60673	MGI:2178800
NX_P60709	MGI:87904
NX_P60763	MGI:2180784
NX_P60842	MGI:95303
NX_P60852	MGI:103073
NX_P60866	MGI:1914677
NX_P60880	MGI:98331
NX_P60891	MGI:97775
NX_P60893	MGI:1927851
NX_P60896	MGI:109238
NX_P60900	MGI:1347006
NX_P60903	MGI:1339468
NX_P60953	MGI:106211
NX_P60981	MGI:1929270
NX_P60983	MGI:1927133
NX_P60985	MGI:1928282
NX_P61006	MGI:96960
NX_P61009	MGI:1923937
NX_P61011	MGI:1346087
NX_P61011	MGI:3714357
NX_P61011	MGI:3714359
NX_P61018	MGI:105071
NX_P61019	MGI:1928750
NX_P61020	MGI:105938
NX_P61024	MGI:1889208
NX_P61026	MGI:105066
NX_P61073	MGI:109563
NX_P61077	MGI:1913355
NX_P61081	MGI:108278
NX_P61086	MGI:1858216
NX_P61088	MGI:1934835
NX_P61106	MGI:1915615
NX_P61129	MGI:1926001
NX_P61158	MGI:1921367
NX_P61160	MGI:1913963
NX_P61163	MGI:1858964
NX_P61165	MGI:1916288
NX_P61201	MGI:1330276
NX_P61204	MGI:99432
NX_P61218	MGI:1349393
NX_P61221	MGI:1195458
NX_P61224	MGI:894315
NX_P61225	MGI:1921262
NX_P61236	MGI:1913340
NX_P61244	MGI:96921
NX_P61247	MGI:1202063
NX_P61254	MGI:106022
NX_P61266	MGI:1930705
NX_P61278	MGI:98326
NX_P61289	MGI:1096366
NX_P61296	MGI:103580
NX_P61313	MGI:1913730
NX_P61326	MGI:1330312
NX_P61328	MGI:109183
NX_P61353	MGI:98036
NX_P61366	MGI:2677164
NX_P61371	MGI:101791
NX_P61421	MGI:1201778
NX_P61457	MGI:94873
NX_P61513	MGI:98068
NX_P61586	MGI:1096342
NX_P61587	MGI:1921444
NX_P61599	MGI:1915127
NX_P61601	MGI:1196326
NX_P61604	MGI:104680
NX_P61619	MGI:1858417
NX_P61626	MGI:1924647
NX_P61626	MGI:96897
NX_P61626	MGI:96902
NX_P61647	MGI:2386797
NX_P61758	MGI:1333804
NX_P61764	MGI:107363
NX_P61769	MGI:88127
NX_P61803	MGI:101912
NX_P61812	MGI:98726
NX_P61916	MGI:1915213
NX_P61923	MGI:1929063
NX_P61925	MGI:104747
NX_P61927	MGI:1914531
NX_P61952	MGI:1913316
NX_P61956	MGI:2158813
NX_P61960	MGI:1915140
NX_P61962	MGI:1919083
NX_P61964	MGI:2155884
NX_P61966	MGI:1098244
NX_P61968	MGI:109360
NX_P61970	MGI:1915301
NX_P61970	MGI:3704482
NX_P61978	MGI:99894
NX_P61981	MGI:108109
NX_P62068	MGI:1916977
NX_P62070	MGI:1914172
NX_P62072	MGI:1353429
NX_P62079	MGI:1928096
NX_P62081	MGI:1333818
NX_P62136	MGI:103016
NX_P62140	MGI:104871
NX_P62158	MGI:103249
NX_P62158	MGI:103250
NX_P62158	MGI:88251
NX_P62166	MGI:109166
NX_P62191	MGI:106054
NX_P62195	MGI:105047
NX_P62241	MGI:98166
NX_P62244	MGI:2389091
NX_P62249	MGI:98118
NX_P62253	MGI:1914378
NX_P62256	MGI:104632
NX_P62258	MGI:894689
NX_P62263	MGI:98107
NX_P62266	MGI:1913725
NX_P62269	MGI:98146
NX_P62273	MGI:107681
NX_P62277	MGI:1915302
NX_P62280	MGI:1351329
NX_P62304	MGI:3650419
NX_P62304	MGI:98346
NX_P62306	MGI:1917128
NX_P62308	MGI:1915261
NX_P62310	MGI:1914928
NX_P62312	MGI:1925901
NX_P62314	MGI:98344
NX_P62316	MGI:98345
NX_P62318	MGI:1914582
NX_P62324	MGI:88215
NX_P62328	MGI:99510
NX_P62330	MGI:99435
NX_P62333	MGI:1914339
NX_P62341	MGI:1916477
NX_P62380	MGI:1339946
NX_P62424	MGI:1353472
NX_P62487	MGI:1914960
NX_P62491	MGI:1858202
NX_P62495	MGI:2385071
NX_P62502	MGI:3045364
NX_P62508	MGI:1347056
NX_P62633	MGI:88431
NX_P62699	MGI:1916937
